Activity,Period Start,Month,Year,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Alley Light Out,9/12/2011,9,2011,Week,30,17.71,241,09/12/2011 - 09/18/2011
Alley Light Out,9/5/2011,9,2011,Week,30,19.22,241,09/05/2011 - 09/11/2011
Alley Light Out,8/29/2011,8,2011,Week,30,32.91,308,08/29/2011 - 09/04/2011
Alley Light Out,8/22/2011,8,2011,Week,30,37.6,217,08/22/2011 - 08/28/2011
Alley Light Out,8/15/2011,8,2011,Week,30,19.44,53,08/15/2011 - 08/21/2011
Alley Light Out,8/8/2011,8,2011,Week,30,14.98,33,08/08/2011 - 08/14/2011
Alley Light Out,8/1/2011,8,2011,Week,30,11.08,51,08/01/2011 - 08/07/2011
Alley Light Out,7/25/2011,7,2011,Week,30,14.61,29,07/25/2011 - 07/31/2011
Alley Light Out,7/18/2011,7,2011,Week,30,11.82,13,07/18/2011 - 07/24/2011
Alley Light Out,7/11/2011,7,2011,Week,30,9.11,18,07/11/2011 - 07/17/2011
Alley Light Out,7/4/2011,7,2011,Week,30,9.41,15,07/04/2011 - 07/10/2011
Alley Light Out,6/27/2011,6,2011,Week,30,7.15,40,06/27/2011 - 07/03/2011
Alley Light Out,6/20/2011,6,2011,Week,30,6.24,38,06/20/2011 - 06/26/2011
Alley Light Out,6/13/2011,6,2011,Week,30,2.83,25,06/13/2011 - 06/19/2011
Alley Light Out,6/6/2011,6,2011,Week,30,1.3,28,06/06/2011 - 06/12/2011
Alley Pot Hole,1/25/2016,1,2016,Week,10,98.83,1083,01/25/2016 - 01/31/2016
Alley Pot Hole,1/18/2016,1,2016,Week,10,110.06,298,01/18/2016 - 01/24/2016
Alley Pot Hole,1/11/2016,1,2016,Week,10,95.81,197,01/11/2016 - 01/17/2016
Alley Pot Hole,1/4/2016,1,2016,Week,10,109.51,59,01/04/2016 - 01/10/2016
Alley Pot Hole,12/28/2015,12,2015,Week,10,101.31,65,12/28/2015 - 01/03/2016
Alley Pot Hole,12/21/2015,12,2015,Week,10,106.43,343,12/21/2015 - 12/27/2015
Alley Pot Hole,12/14/2015,12,2015,Week,10,71.04,206,12/14/2015 - 12/20/2015
Alley Pot Hole,12/7/2015,12,2015,Week,10,91.51,356,12/07/2015 - 12/13/2015
Alley Pot Hole,11/30/2015,11,2015,Week,10,62.82,245,11/30/2015 - 12/06/2015
Alley Pot Hole,11/23/2015,11,2015,Week,10,63.83,134,11/23/2015 - 11/29/2015
Alley Pot Hole,11/16/2015,11,2015,Week,10,82.3,233,11/16/2015 - 11/22/2015
Alley Pot Hole,11/9/2015,11,2015,Week,10,62.27,147,11/09/2015 - 11/15/2015
Alley Pot Hole,11/2/2015,11,2015,Week,10,57.41,206,11/02/2015 - 11/08/2015
Alley Pot Hole,10/26/2015,10,2015,Week,10,72.64,119,10/26/2015 - 11/01/2015
Alley Pot Hole,10/19/2015,10,2015,Week,10,42.72,147,10/19/2015 - 10/25/2015
Alley Pot Hole,10/12/2015,10,2015,Week,10,47.2,153,10/12/2015 - 10/18/2015
Alley Pot Hole,10/5/2015,10,2015,Week,10,43.97,174,10/05/2015 - 10/11/2015
Alley Pot Hole,9/28/2015,9,2015,Week,10,37.57,195,09/28/2015 - 10/04/2015
Alley Pot Hole,9/21/2015,9,2015,Week,10,57.63,320,09/21/2015 - 09/27/2015
Alley Pot Hole,9/14/2015,9,2015,Week,10,55.95,147,09/14/2015 - 09/20/2015
Alley Pot Hole,9/7/2015,9,2015,Week,10,39.71,75,09/07/2015 - 09/13/2015
Alley Pot Hole,8/31/2015,8,2015,Week,10,34.98,104,08/31/2015 - 09/06/2015
Alley Pot Hole,8/24/2015,8,2015,Week,10,28.09,69,08/24/2015 - 08/30/2015
Alley Pot Hole,8/17/2015,8,2015,Week,10,32.11,75,08/17/2015 - 08/23/2015
Alley Pot Hole,8/10/2015,8,2015,Week,10,27.33,79,08/10/2015 - 08/16/2015
Alley Pot Hole,8/3/2015,8,2015,Week,10,37,131,08/03/2015 - 08/09/2015
Alley Pot Hole,7/27/2015,7,2015,Week,10,23.38,139,07/27/2015 - 08/02/2015
Alley Pot Hole,7/20/2015,7,2015,Week,10,28.08,163,07/20/2015 - 07/26/2015
Alley Pot Hole,7/13/2015,7,2015,Week,10,23.96,103,07/13/2015 - 07/19/2015
Alley Pot Hole,7/6/2015,7,2015,Week,10,23.42,141,07/06/2015 - 07/12/2015
Alley Pot Hole,6/29/2015,6,2015,Week,10,14.67,108,06/29/2015 - 07/05/2015
Alley Pot Hole,6/22/2015,6,2015,Week,10,16.52,128,06/22/2015 - 06/28/2015
Alley Pot Hole,6/15/2015,6,2015,Week,10,10.81,54,06/15/2015 - 06/21/2015
Alley Pot Hole,6/8/2015,6,2015,Week,10,13.23,140,06/08/2015 - 06/14/2015
Alley Pot Hole,6/1/2015,6,2015,Week,10,7.69,68,06/01/2015 - 06/07/2015
Alley Pot Hole,5/25/2015,5,2015,Week,10,9.18,131,05/25/2015 - 05/31/2015
Alley Pot Hole,5/18/2015,5,2015,Week,10,19.16,142,05/18/2015 - 05/24/2015
Alley Pot Hole,5/11/2015,5,2015,Week,10,9.13,134,05/11/2015 - 05/17/2015
Alley Pot Hole,5/4/2015,5,2015,Week,10,7.49,240,05/04/2015 - 05/10/2015
Alley Pot Hole,4/27/2015,4,2015,Week,10,7.68,203,04/27/2015 - 05/03/2015
Alley Pot Hole,4/20/2015,4,2015,Week,10,3.66,186,04/20/2015 - 04/26/2015
Alley Pot Hole,4/13/2015,4,2015,Week,10,3.76,175,04/13/2015 - 04/19/2015
Alley Pot Hole,4/6/2015,4,2015,Week,10,5.86,231,04/06/2015 - 04/12/2015
Alley Pot Hole,3/30/2015,3,2015,Week,10,7.57,360,03/30/2015 - 04/05/2015
Alley Pot Hole,3/23/2015,3,2015,Week,10,11.25,184,03/23/2015 - 03/29/2015
Alley Pot Hole,3/16/2015,3,2015,Week,10,12.82,456,03/16/2015 - 03/22/2015
Alley Pot Hole,3/9/2015,3,2015,Week,10,6.98,162,03/09/2015 - 03/15/2015
Alley Pot Hole,3/2/2015,3,2015,Week,10,3.73,4,03/02/2015 - 03/08/2015
Alley Pot Hole,2/23/2015,2,2015,Week,10,14,19,02/23/2015 - 03/01/2015
Alley Pot Hole,2/16/2015,2,2015,Week,10,7.52,39,02/16/2015 - 02/22/2015
Alley Pot Hole,2/9/2015,2,2015,Week,10,13.63,41,02/09/2015 - 02/15/2015
Alley Pot Hole,2/2/2015,2,2015,Week,10,6.5,17,02/02/2015 - 02/08/2015
Alley Pot Hole,1/26/2015,1,2015,Week,10,20.89,155,01/26/2015 - 02/01/2015
Alley Pot Hole,1/19/2015,1,2015,Week,10,110.61,282,01/19/2015 - 01/25/2015
Alley Pot Hole,1/12/2015,1,2015,Week,10,25.22,35,01/12/2015 - 01/18/2015
Alley Pot Hole,1/5/2015,1,2015,Week,10,72.43,64,01/05/2015 - 01/11/2015
Alley Pot Hole,12/29/2014,12,2014,Week,10,104.45,347,12/29/2014 - 01/04/2015
Alley Pot Hole,12/22/2014,12,2014,Week,10,114.09,228,12/22/2014 - 12/28/2014
Alley Pot Hole,12/15/2014,12,2014,Week,10,100.03,507,12/15/2014 - 12/21/2014
Alley Pot Hole,12/8/2014,12,2014,Week,10,132.76,384,12/08/2014 - 12/14/2014
Alley Pot Hole,12/1/2014,12,2014,Week,10,136.04,371,12/01/2014 - 12/07/2014
Alley Pot Hole,11/24/2014,11,2014,Week,10,117.23,265,11/24/2014 - 11/30/2014
Alley Pot Hole,11/17/2014,11,2014,Week,10,120.88,756,11/17/2014 - 11/23/2014
Alley Pot Hole,11/10/2014,11,2014,Week,10,118.34,715,11/10/2014 - 11/16/2014
Alley Pot Hole,11/3/2014,11,2014,Week,10,107.34,486,11/03/2014 - 11/09/2014
Alley Pot Hole,10/27/2014,10,2014,Week,10,121.98,472,10/27/2014 - 11/02/2014
Alley Pot Hole,10/20/2014,10,2014,Week,10,107.38,839,10/20/2014 - 10/26/2014
Alley Pot Hole,10/13/2014,10,2014,Week,10,123.07,1112,10/13/2014 - 10/19/2014
Alley Pot Hole,10/6/2014,10,2014,Week,10,115.78,846,10/06/2014 - 10/12/2014
Alley Pot Hole,9/29/2014,9,2014,Week,10,107.84,620,09/29/2014 - 10/05/2014
Alley Pot Hole,9/22/2014,9,2014,Week,10,123.8,218,09/22/2014 - 09/28/2014
Alley Pot Hole,9/15/2014,9,2014,Week,10,105.4,211,09/15/2014 - 09/21/2014
Alley Pot Hole,9/8/2014,9,2014,Week,10,93.82,445,09/08/2014 - 09/14/2014
Alley Pot Hole,9/1/2014,9,2014,Week,10,101.46,84,09/01/2014 - 09/07/2014
Alley Pot Hole,8/25/2014,8,2014,Week,10,71.84,84,08/25/2014 - 08/31/2014
Alley Pot Hole,8/18/2014,8,2014,Week,10,42.92,42,08/18/2014 - 08/24/2014
Alley Pot Hole,8/11/2014,8,2014,Week,10,33.94,60,08/11/2014 - 08/17/2014
Alley Pot Hole,8/4/2014,8,2014,Week,10,30.53,57,08/04/2014 - 08/10/2014
Alley Pot Hole,7/28/2014,7,2014,Week,10,60.26,38,07/28/2014 - 08/03/2014
Alley Pot Hole,7/21/2014,7,2014,Week,10,26.04,45,07/21/2014 - 07/27/2014
Alley Pot Hole,7/14/2014,7,2014,Week,10,17.13,23,07/14/2014 - 07/20/2014
Alley Pot Hole,7/7/2014,7,2014,Week,10,31.54,18,07/07/2014 - 07/13/2014
Alley Pot Hole,6/30/2014,6,2014,Week,10,31.35,15,06/30/2014 - 07/06/2014
Alley Pot Hole,6/23/2014,6,2014,Week,10,27.83,38,06/23/2014 - 06/29/2014
Alley Pot Hole,6/16/2014,6,2014,Week,10,44.95,48,06/16/2014 - 06/22/2014
Alley Pot Hole,6/9/2014,6,2014,Week,10,30.87,21,06/09/2014 - 06/15/2014
Alley Pot Hole,6/2/2014,6,2014,Week,10,17.09,9,06/02/2014 - 06/08/2014
Alley Pot Hole,5/26/2014,5,2014,Week,10,19.79,18,05/26/2014 - 06/01/2014
Alley Pot Hole,5/19/2014,5,2014,Week,10,17.65,41,05/19/2014 - 05/25/2014
Alley Pot Hole,5/12/2014,5,2014,Week,10,35.13,14,05/12/2014 - 05/18/2014
Alley Pot Hole,5/5/2014,5,2014,Week,10,17.41,10,05/05/2014 - 05/11/2014
Alley Pot Hole,4/28/2014,4,2014,Week,10,8.79,4,04/28/2014 - 05/04/2014
Alley Pot Hole,4/21/2014,4,2014,Week,10,22.54,10,04/21/2014 - 04/27/2014
Alley Pot Hole,4/14/2014,4,2014,Week,10,2.76,17,04/14/2014 - 04/20/2014
Alley Pot Hole,4/7/2014,4,2014,Week,10,2.53,4,04/07/2014 - 04/13/2014
Alley Pot Hole,3/31/2014,3,2014,Week,10,4.04,9,03/31/2014 - 04/06/2014
Alley Pot Hole,3/24/2014,3,2014,Week,10,1,1,03/24/2014 - 03/30/2014
Alley Pot Hole,1/27/2014,1,2014,Week,10,8.87,2,01/27/2014 - 02/02/2014
Alley Pot Hole,1/13/2014,1,2014,Week,10,1,5,01/13/2014 - 01/19/2014
Alley Pot Hole,12/30/2013,12,2013,Week,10,132.47,43,12/30/2013 - 01/05/2014
Alley Pot Hole,12/23/2013,12,2013,Week,10,135.73,178,12/23/2013 - 12/29/2013
Alley Pot Hole,12/16/2013,12,2013,Week,10,2.48,8,12/16/2013 - 12/22/2013
Alley Pot Hole,12/9/2013,12,2013,Week,10,10.31,30,12/09/2013 - 12/15/2013
Alley Pot Hole,12/2/2013,12,2013,Week,10,70.59,281,12/02/2013 - 12/08/2013
Alley Pot Hole,11/25/2013,11,2013,Week,10,71.29,145,11/25/2013 - 12/01/2013
Alley Pot Hole,11/18/2013,11,2013,Week,10,75.96,208,11/18/2013 - 11/24/2013
Alley Pot Hole,11/11/2013,11,2013,Week,10,87.73,351,11/11/2013 - 11/17/2013
Alley Pot Hole,11/4/2013,11,2013,Week,10,126.58,186,11/04/2013 - 11/10/2013
Alley Pot Hole,10/28/2013,10,2013,Week,10,99.52,184,10/28/2013 - 11/03/2013
Alley Pot Hole,10/21/2013,10,2013,Week,10,80.36,212,10/21/2013 - 10/27/2013
Alley Pot Hole,10/14/2013,10,2013,Week,10,43.44,132,10/14/2013 - 10/20/2013
Alley Pot Hole,10/7/2013,10,2013,Week,10,56.21,118,10/07/2013 - 10/13/2013
Alley Pot Hole,9/30/2013,9,2013,Week,10,55.8,126,09/30/2013 - 10/06/2013
Alley Pot Hole,9/23/2013,9,2013,Week,10,61.47,201,09/23/2013 - 09/29/2013
Alley Pot Hole,9/16/2013,9,2013,Week,10,60.18,216,09/16/2013 - 09/22/2013
Alley Pot Hole,9/9/2013,9,2013,Week,10,60.91,219,09/09/2013 - 09/15/2013
Alley Pot Hole,9/2/2013,9,2013,Week,10,39.08,145,09/02/2013 - 09/08/2013
Alley Pot Hole,8/26/2013,8,2013,Week,10,43.84,216,08/26/2013 - 09/01/2013
Alley Pot Hole,8/19/2013,8,2013,Week,10,34.77,176,08/19/2013 - 08/25/2013
Alley Pot Hole,8/12/2013,8,2013,Week,10,38.71,108,08/12/2013 - 08/18/2013
Alley Pot Hole,8/5/2013,8,2013,Week,10,44.01,111,08/05/2013 - 08/11/2013
Alley Pot Hole,7/29/2013,7,2013,Week,10,58.1,115,07/29/2013 - 08/04/2013
Alley Pot Hole,7/22/2013,7,2013,Week,10,59.27,128,07/22/2013 - 07/28/2013
Alley Pot Hole,7/15/2013,7,2013,Week,10,62.06,124,07/15/2013 - 07/21/2013
Alley Pot Hole,7/8/2013,7,2013,Week,10,56.31,186,07/08/2013 - 07/14/2013
Alley Pot Hole,7/1/2013,7,2013,Week,10,58.19,40,07/01/2013 - 07/07/2013
Alley Pot Hole,6/24/2013,6,2013,Week,10,44.51,119,06/24/2013 - 06/30/2013
Alley Pot Hole,6/17/2013,6,2013,Week,10,39.91,97,06/17/2013 - 06/23/2013
Alley Pot Hole,6/10/2013,6,2013,Week,10,43.28,67,06/10/2013 - 06/16/2013
Alley Pot Hole,6/3/2013,6,2013,Week,10,32.82,94,06/03/2013 - 06/09/2013
Alley Pot Hole,5/27/2013,5,2013,Week,10,41.53,44,05/27/2013 - 06/02/2013
Alley Pot Hole,5/20/2013,5,2013,Week,10,31.93,146,05/20/2013 - 05/26/2013
Alley Pot Hole,5/13/2013,5,2013,Week,10,25.17,71,05/13/2013 - 05/19/2013
Alley Pot Hole,5/6/2013,5,2013,Week,10,16.8,45,05/06/2013 - 05/12/2013
Alley Pot Hole,4/29/2013,4,2013,Week,10,23.96,176,04/29/2013 - 05/05/2013
Alley Pot Hole,4/22/2013,4,2013,Week,10,19.97,94,04/22/2013 - 04/28/2013
Alley Pot Hole,4/15/2013,4,2013,Week,10,16.96,102,04/15/2013 - 04/21/2013
Alley Pot Hole,4/8/2013,4,2013,Week,10,16.17,147,04/08/2013 - 04/14/2013
Alley Pot Hole,4/1/2013,4,2013,Week,10,13.12,40,04/01/2013 - 04/07/2013
Alley Pot Hole,3/25/2013,3,2013,Week,10,64.95,10,03/25/2013 - 03/31/2013
Alley Pot Hole,3/18/2013,3,2013,Week,10,9.94,8,03/18/2013 - 03/24/2013
Alley Pot Hole,3/11/2013,3,2013,Week,10,10.71,33,03/11/2013 - 03/17/2013
Alley Pot Hole,3/4/2013,3,2013,Week,10,10.42,5,03/04/2013 - 03/10/2013
Alley Pot Hole,2/25/2013,2,2013,Week,10,6.72,7,02/25/2013 - 03/03/2013
Alley Pot Hole,2/18/2013,2,2013,Week,10,5.36,37,02/18/2013 - 02/24/2013
Alley Pot Hole,2/11/2013,2,2013,Week,10,6.59,56,02/11/2013 - 02/17/2013
Alley Pot Hole,2/4/2013,2,2013,Week,10,3.19,19,02/04/2013 - 02/10/2013
Alley Pot Hole,1/28/2013,1,2013,Week,10,2.2,50,01/28/2013 - 02/03/2013
Alley Pot Hole,1/21/2013,1,2013,Week,10,3.28,71,01/21/2013 - 01/27/2013
Alley Pot Hole,1/14/2013,1,2013,Week,10,2.31,137,01/14/2013 - 01/20/2013
Alley Pot Hole,1/7/2013,1,2013,Week,10,1.81,105,01/07/2013 - 01/13/2013
Alley Pot Hole,12/31/2012,12,2012,Week,10,5.22,63,12/31/2012 - 01/06/2013
Alley Pot Hole,12/24/2012,12,2012,Week,10,6.8,61,12/24/2012 - 12/30/2012
Alley Pot Hole,12/17/2012,12,2012,Week,10,14.81,179,12/17/2012 - 12/23/2012
Alley Pot Hole,12/10/2012,12,2012,Week,10,13.95,97,12/10/2012 - 12/16/2012
Alley Pot Hole,12/3/2012,12,2012,Week,10,12.63,37,12/03/2012 - 12/09/2012
Alley Pot Hole,11/26/2012,11,2012,Week,10,18.64,150,11/26/2012 - 12/02/2012
Alley Pot Hole,11/19/2012,11,2012,Week,10,9.05,26,11/19/2012 - 11/25/2012
Alley Pot Hole,11/12/2012,11,2012,Week,10,32.57,153,11/12/2012 - 11/18/2012
Alley Pot Hole,11/5/2012,11,2012,Week,10,36.66,118,11/05/2012 - 11/11/2012
Alley Pot Hole,10/29/2012,10,2012,Week,10,44.42,180,10/29/2012 - 11/04/2012
Alley Pot Hole,10/22/2012,10,2012,Week,10,39.35,132,10/22/2012 - 10/28/2012
Alley Pot Hole,10/15/2012,10,2012,Week,10,60.94,74,10/15/2012 - 10/21/2012
Alley Pot Hole,10/8/2012,10,2012,Week,10,44.83,65,10/08/2012 - 10/14/2012
Alley Pot Hole,10/1/2012,10,2012,Week,10,47.01,123,10/01/2012 - 10/07/2012
Alley Pot Hole,9/24/2012,9,2012,Week,10,34.05,83,09/24/2012 - 09/30/2012
Alley Pot Hole,9/17/2012,9,2012,Week,10,12.23,38,09/17/2012 - 09/23/2012
Alley Pot Hole,9/10/2012,9,2012,Week,10,27.3,63,09/10/2012 - 09/16/2012
Alley Pot Hole,9/3/2012,9,2012,Week,10,14.29,50,09/03/2012 - 09/09/2012
Alley Pot Hole,8/27/2012,8,2012,Week,10,31.67,156,08/27/2012 - 09/02/2012
Alley Pot Hole,8/20/2012,8,2012,Week,10,22.28,77,08/20/2012 - 08/26/2012
Alley Pot Hole,8/13/2012,8,2012,Week,10,16.7,65,08/13/2012 - 08/19/2012
Alley Pot Hole,8/6/2012,8,2012,Week,10,18.08,68,08/06/2012 - 08/12/2012
Alley Pot Hole,7/30/2012,7,2012,Week,10,13.46,47,07/30/2012 - 08/05/2012
Alley Pot Hole,7/23/2012,7,2012,Week,10,11.68,72,07/23/2012 - 07/29/2012
Alley Pot Hole,7/16/2012,7,2012,Week,10,8.77,50,07/16/2012 - 07/22/2012
Alley Pot Hole,7/9/2012,7,2012,Week,10,9.17,30,07/09/2012 - 07/15/2012
Alley Pot Hole,7/2/2012,7,2012,Week,10,14,20,07/02/2012 - 07/08/2012
Alley Pot Hole,6/25/2012,6,2012,Week,10,15.86,94,06/25/2012 - 07/01/2012
Alley Pot Hole,6/18/2012,6,2012,Week,10,16.05,81,06/18/2012 - 06/24/2012
Alley Pot Hole,6/11/2012,6,2012,Week,10,17.69,109,06/11/2012 - 06/17/2012
Alley Pot Hole,6/4/2012,6,2012,Week,10,18.09,85,06/04/2012 - 06/10/2012
Alley Pot Hole,5/28/2012,5,2012,Week,10,19.72,41,05/28/2012 - 06/03/2012
Alley Pot Hole,5/21/2012,5,2012,Week,10,11.68,119,05/21/2012 - 05/27/2012
Alley Pot Hole,5/14/2012,5,2012,Week,10,9.44,118,05/14/2012 - 05/20/2012
Alley Pot Hole,5/7/2012,5,2012,Week,10,10.64,51,05/07/2012 - 05/13/2012
Alley Pot Hole,4/30/2012,4,2012,Week,10,8.19,98,04/30/2012 - 05/06/2012
Alley Pot Hole,4/23/2012,4,2012,Week,10,10.45,131,04/23/2012 - 04/29/2012
Alley Pot Hole,4/16/2012,4,2012,Week,10,6.15,118,04/16/2012 - 04/22/2012
Alley Pot Hole,4/9/2012,4,2012,Week,10,8.98,211,04/09/2012 - 04/15/2012
Alley Pot Hole,4/2/2012,4,2012,Week,10,10.18,201,04/02/2012 - 04/08/2012
Alley Pot Hole,3/26/2012,3,2012,Week,10,8.77,109,03/26/2012 - 04/01/2012
Alley Pot Hole,3/19/2012,3,2012,Week,10,7.6,165,03/19/2012 - 03/25/2012
Alley Pot Hole,3/12/2012,3,2012,Week,10,6.73,146,03/12/2012 - 03/18/2012
Alley Pot Hole,3/5/2012,3,2012,Week,10,5.29,105,03/05/2012 - 03/11/2012
Alley Pot Hole,2/27/2012,2,2012,Week,10,3.35,153,02/27/2012 - 03/04/2012
Alley Pot Hole,2/20/2012,2,2012,Week,10,2.01,94,02/20/2012 - 02/26/2012
Alley Pot Hole,2/13/2012,2,2012,Week,10,17.03,134,02/13/2012 - 02/19/2012
Alley Pot Hole,2/6/2012,2,2012,Week,10,56.32,266,02/06/2012 - 02/12/2012
Alley Pot Hole,1/30/2012,1,2012,Week,10,69.73,388,01/30/2012 - 02/05/2012
Alley Pot Hole,1/23/2012,1,2012,Week,10,90.78,220,01/23/2012 - 01/29/2012
Alley Pot Hole,1/16/2012,1,2012,Week,10,66.39,165,01/16/2012 - 01/22/2012
Alley Pot Hole,1/9/2012,1,2012,Week,10,72.11,459,01/09/2012 - 01/15/2012
Alley Pot Hole,1/2/2012,1,2012,Week,10,82.25,349,01/02/2012 - 01/08/2012
Alley Pot Hole,12/26/2011,12,2011,Week,10,69.91,224,12/26/2011 - 01/01/2012
Alley Pot Hole,12/19/2011,12,2011,Week,10,71.35,388,12/19/2011 - 12/25/2011
Alley Pot Hole,12/12/2011,12,2011,Week,10,65.45,243,12/12/2011 - 12/18/2011
Alley Pot Hole,12/5/2011,12,2011,Week,10,69.47,342,12/05/2011 - 12/11/2011
Alley Pot Hole,11/28/2011,11,2011,Week,10,55.99,176,11/28/2011 - 12/04/2011
Alley Pot Hole,11/21/2011,11,2011,Week,10,30.11,99,11/21/2011 - 11/27/2011
Alley Pot Hole,11/14/2011,11,2011,Week,10,42.3,169,11/14/2011 - 11/20/2011
Alley Pot Hole,11/7/2011,11,2011,Week,10,40.68,75,11/07/2011 - 11/13/2011
Alley Pot Hole,10/31/2011,10,2011,Week,10,40.2,96,10/31/2011 - 11/06/2011
Alley Pot Hole,10/24/2011,10,2011,Week,10,38.63,78,10/24/2011 - 10/30/2011
Alley Pot Hole,10/17/2011,10,2011,Week,10,45.16,70,10/17/2011 - 10/23/2011
Alley Pot Hole,10/10/2011,10,2011,Week,10,41.35,106,10/10/2011 - 10/16/2011
Alley Pot Hole,10/3/2011,10,2011,Week,10,38.74,169,10/03/2011 - 10/09/2011
Alley Pot Hole,9/26/2011,9,2011,Week,10,42.35,115,09/26/2011 - 10/02/2011
Alley Pot Hole,9/19/2011,9,2011,Week,10,35.1,166,09/19/2011 - 09/25/2011
Alley Pot Hole,9/12/2011,9,2011,Week,10,36.47,80,09/12/2011 - 09/18/2011
Alley Pot Hole,9/5/2011,9,2011,Week,10,46.96,45,09/05/2011 - 09/11/2011
Alley Pot Hole,8/29/2011,8,2011,Week,10,28.86,137,08/29/2011 - 09/04/2011
Alley Pot Hole,8/22/2011,8,2011,Week,10,41.42,52,08/22/2011 - 08/28/2011
Alley Pot Hole,8/15/2011,8,2011,Week,10,35.73,64,08/15/2011 - 08/21/2011
Alley Pot Hole,8/8/2011,8,2011,Week,10,23.76,32,08/08/2011 - 08/14/2011
Alley Pot Hole,8/1/2011,8,2011,Week,10,13.26,33,08/01/2011 - 08/07/2011
Alley Pot Hole,7/25/2011,7,2011,Week,10,14.12,28,07/25/2011 - 07/31/2011
Alley Pot Hole,7/18/2011,7,2011,Week,10,7.57,17,07/18/2011 - 07/24/2011
Alley Pot Hole,7/11/2011,7,2011,Week,10,5.39,8,07/11/2011 - 07/17/2011
Alley Pot Hole,7/4/2011,7,2011,Week,10,12.75,25,07/04/2011 - 07/10/2011
Alley Pot Hole,6/27/2011,6,2011,Week,10,3.99,27,06/27/2011 - 07/03/2011
Alley Pot Hole,6/20/2011,6,2011,Week,10,8.23,6,06/20/2011 - 06/26/2011
Alley Pot Hole,6/13/2011,6,2011,Week,10,2.24,7,06/13/2011 - 06/19/2011
Alley Pot Hole,6/6/2011,6,2011,Week,10,1.65,3,06/06/2011 - 06/12/2011
Bike Lane Post/Ped Xing Sign Repair,1/18/2016,1,2016,Week,5,1,1,01/18/2016 - 01/24/2016
Bike Lane Post/Ped Xing Sign Repair,11/23/2015,11,2015,Week,5,1,1,11/23/2015 - 11/29/2015
Bike Lane Post/Ped Xing Sign Repair,10/12/2015,10,2015,Week,5,1,1,10/12/2015 - 10/18/2015
Bike Lane Post/Ped Xing Sign Repair,4/6/2015,4,2015,Week,5,7.86,1,04/06/2015 - 04/12/2015
Bike Lane Post/Ped Xing Sign Repair,2/16/2015,2,2015,Week,5,36.01,1,02/16/2015 - 02/22/2015
Bike Lane Post/Ped Xing Sign Repair,12/15/2014,12,2014,Week,5,1.74,1,12/15/2014 - 12/21/2014
Bike Lane Post/Ped Xing Sign Repair,10/20/2014,10,2014,Week,5,1,1,10/20/2014 - 10/26/2014
Bike Lane Post/Ped Xing Sign Repair,10/6/2014,10,2014,Week,5,1,2,10/06/2014 - 10/12/2014
Bike Lane Post/Ped Xing Sign Repair,9/29/2014,9,2014,Week,5,1,1,09/29/2014 - 10/05/2014
Bike Lane Post/Ped Xing Sign Repair,8/4/2014,8,2014,Week,5,1,1,08/04/2014 - 08/10/2014
Bike Lane Post/Ped Xing Sign Repair,6/9/2014,6,2014,Week,5,2.02,1,06/09/2014 - 06/15/2014
Bike Lane Post/Ped Xing Sign Repair,9/23/2013,9,2013,Week,5,3.03,1,09/23/2013 - 09/29/2013
Bike Lane Post/Ped Xing Sign Repair,8/12/2013,8,2013,Week,5,1,2,08/12/2013 - 08/18/2013
Bike Lane Post/Ped Xing Sign Repair,4/22/2013,4,2013,Week,5,1,3,04/22/2013 - 04/28/2013
Bike Lane Post/Ped Xing Sign Repair,3/4/2013,3,2013,Week,5,1,2,03/04/2013 - 03/10/2013
Bike Lane Post/Ped Xing Sign Repair,2/18/2013,2,2013,Week,5,1,12,02/18/2013 - 02/24/2013
Bike Lane Post/Ped Xing Sign Repair,2/11/2013,2,2013,Week,5,5.42,4,02/11/2013 - 02/17/2013
Bike Lane Post/Ped Xing Sign Repair,1/28/2013,1,2013,Week,5,3.29,2,01/28/2013 - 02/03/2013
Bike Lane Post/Ped Xing Sign Repair,1/14/2013,1,2013,Week,5,1,1,01/14/2013 - 01/20/2013
Bridges and Viaducts (All Types),1/25/2016,1,2016,Week,7,2.89,12,01/25/2016 - 01/31/2016
Bridges and Viaducts (All Types),1/18/2016,1,2016,Week,7,1.06,3,01/18/2016 - 01/24/2016
Bridges and Viaducts (All Types),1/11/2016,1,2016,Week,7,1.24,6,01/11/2016 - 01/17/2016
Bridges and Viaducts (All Types),1/4/2016,1,2016,Week,7,4.9,12,01/04/2016 - 01/10/2016
Bridges and Viaducts (All Types),12/28/2015,12,2015,Week,7,6.13,8,12/28/2015 - 01/03/2016
Bridges and Viaducts (All Types),12/21/2015,12,2015,Week,7,1,1,12/21/2015 - 12/27/2015
Bridges and Viaducts (All Types),12/14/2015,12,2015,Week,7,4.26,4,12/14/2015 - 12/20/2015
Bridges and Viaducts (All Types),12/7/2015,12,2015,Week,7,1.95,8,12/07/2015 - 12/13/2015
Bridges and Viaducts (All Types),11/30/2015,11,2015,Week,7,3.35,5,11/30/2015 - 12/06/2015
Bridges and Viaducts (All Types),11/23/2015,11,2015,Week,7,1.16,5,11/23/2015 - 11/29/2015
Bridges and Viaducts (All Types),11/16/2015,11,2015,Week,7,1.76,10,11/16/2015 - 11/22/2015
Bridges and Viaducts (All Types),11/9/2015,11,2015,Week,7,3.18,8,11/09/2015 - 11/15/2015
